model,accuracy,balanced_accuracy,macro_f1,weighted_f1,test_rows
majority_class_reference,0.6654624277456648,0.3333333333333333,0.2663774403470716,0.5317925344501148,6920
class_weighted_linear_svc,0.8208092485549133,0.5867184442494217,0.5898858850971797,0.8196257837914523,6920
