run_id,run_label,health_status,status_reason,ingestion_status,run_started_at,run_finished_at,runtime_seconds,records_fetched_total,new_records_inserted_total,duplicates_skipped_total,duplicate_rate,errors_total,database_row_growth,database_growth_mb,quality_flag_total,healthy_apps,warning_apps,failing_apps,reference_run_count,run_runtime_warning_seconds,run_high_duplicate_warning_threshold,run_low_new_insert_warning_threshold,run_quality_flag_change_warning
phase2_cadence_runB_followup_collection_20260714_163017,phase2_cadence_runB_followup_collection,warning,"app warnings: TikTok, YouTube",completed,2026-07-14T16:34:49.444978+00:00,2026-07-14T16:38:18.338912+00:00,30.016522645950317,12000,3753,8247,0.68725,0,3753,10.59375,12600,8,2,0,3,44.269240617752075,0.8444166666666668,1867.0,1269.6000000000001
