run_id,run_label,frequency_label,run_started_at,run_finished_at,runtime_seconds,status,records_fetched_total,new_records_inserted_total,duplicates_skipped_total,errors_total,quality_flag_total,quality_flags_inserted,review_rows_before,review_rows_after,review_rows_growth,db_size_before_mb,db_size_after_mb,db_size_growth_mb
phase2_cadence_runB_first_collection_20260714_014620,phase2_cadence_runB_first_collection,runB_first_collection,2026-07-14T01:54:19.819646+00:00,2026-07-14T01:58:44.989455+00:00,10.093505144119263,completed,12000,8638,3362,0,12630,12630,22210,30848,8638,55.5234375,74.0859375,18.5625
