run_id,run_type,app_name,requested_count,fetched_count,inserted_new_count,duplicate_existing_count,failed_count,min_review_created_at,max_review_created_at
run5_20260702_050046,controlled_batch_initial,Spotify,100,100,100,0,0,2026-07-01T00:44:56+00:00,2026-07-01T05:00:36+00:00
run5_20260702_050046,controlled_batch_initial,TikTok,100,100,100,0,0,2026-07-01T00:23:21+00:00,2026-07-01T04:55:51+00:00
run5_20260702_050046,controlled_batch_initial,YouTube,100,100,100,0,0,2026-07-01T04:02:55+00:00,2026-07-01T05:00:41+00:00
run5_20260702_050059,controlled_batch_duplicate_check,Spotify,100,100,0,100,0,2026-07-01T00:44:56+00:00,2026-07-01T05:00:36+00:00
run5_20260702_050059,controlled_batch_duplicate_check,TikTok,100,100,0,100,0,2026-07-01T00:23:21+00:00,2026-07-01T04:55:51+00:00
run5_20260702_050059,controlled_batch_duplicate_check,YouTube,100,100,0,100,0,2026-07-01T04:02:55+00:00,2026-07-01T05:00:41+00:00
