run_id,run_label,processing_runtime_seconds,wall_clock_collection_seconds,database_runtime_seconds
phase2_cadence_runB_first_collection_20260714_014620,phase2_cadence_runB_first_collection,10.093505144119263,30.761982440948486,30.761982440948486
phase2_cadence_runB_followup_collection_20260714_163017,phase2_cadence_runB_followup_collection,9.464587450027466,30.016522645950317,30.016522645950317
