total_reviews,duplicate_review_id_rows,duplicate_review_id_pct,duplicate_content_same_app_rows,duplicate_content_same_app_pct,duplicate_content_global_rows,duplicate_content_global_pct
12000,0,0.0,1941,16.175,2464,20.533333333333335
