snapshot_at,database_path,database_size_mb,raw_review_rows,cleaned_review_rows,quality_flag_rows,app_run_summary_rows,completed_prior_runs,previous_run_id,previous_run_label,previous_run_started_at,previous_run_finished_at
2026-07-14T01:51:46.769761+00:00,/content/database/google_play_reviews.sqlite,55.5234375,22210,22210,50688,40,4,phase2_cadence_runA_twice_daily_test_20260709_210858,phase2_cadence_runA_twice_daily_test,2026-07-09T21:14:19.095514+00:00,2026-07-09T21:15:07.605058+00:00
