experiment,model,class,precision,recall,f1_score,support
same_grouped_split,tfidf_only,negative,0.7837407013815091,0.7412060301507538,0.7618801652892562,1990
same_grouped_split,tfidf_only,neutral,0.10975609756097561,0.11076923076923077,0.11026033690658499,325
same_grouped_split,tfidf_only,positive,0.8855626326963907,0.9057546145494029,0.8955448201825014,4605
same_grouped_split,tfidf_plus_engineered_features,negative,0.7795983086680761,0.7412060301507538,0.7599175682637815,1990
same_grouped_split,tfidf_plus_engineered_features,neutral,0.11526479750778816,0.11384615384615385,0.11455108359133127,325
same_grouped_split,tfidf_plus_engineered_features,positive,0.8854896961971532,0.9051031487513572,0.8951890034364262,4605
