app_name,near_duplicate_pairs,avg_similarity,max_similarity
Airbnb,1,0.9778060945949785,0.9778060945949785
Duolingo,2,0.9743416490252572,0.9999999999999999
Instagram,8,0.956175691108969,1.0
Netflix,1,0.9216947017827548,0.9216947017827548
Spotify,2,0.9853150019178196,1.0
TikTok,1,0.9225953543655805,0.9225953543655805
YouTube,1,0.9856657658139162,0.9856657658139162
