source,app_name,detected_language,review_count
google_play,Spotify,en,1425
google_play,Spotify,so,93
google_play,Spotify,af,58
google_play,Spotify,ro,39
google_play,Spotify,sl,36
google_play,Spotify,unknown,36
google_play,Spotify,id,31
google_play,Spotify,it,28
google_play,Spotify,ca,27
google_play,Spotify,fr,27
google_play,Spotify,pl,26
google_play,Spotify,no,24
google_play,Spotify,cy,15
google_play,Spotify,et,13
google_play,Spotify,sw,13
google_play,Spotify,tl,12
google_play,Spotify,cs,11
google_play,Spotify,de,11
google_play,Spotify,es,9
google_play,Spotify,ar,7
google_play,Spotify,da,7
google_play,Spotify,sk,6
google_play,Spotify,fi,5
google_play,Spotify,hr,5
google_play,Spotify,sq,5
google_play,Spotify,nl,4
google_play,Spotify,tr,4
google_play,Spotify,vi,4
google_play,Spotify,hu,3
google_play,Spotify,pt,3
google_play,Spotify,hi,2
google_play,Spotify,lt,2
google_play,Spotify,sv,2
google_play,Spotify,bn,1
google_play,Spotify,fa,1
google_play,Spotify,ko,1
google_play,Spotify,ml,1
google_play,Spotify,ru,1
google_play,Spotify,uk,1
google_play,Spotify,ur,1
google_play,TikTok,en,1122
google_play,TikTok,so,163
google_play,TikTok,af,63
google_play,TikTok,pl,60
google_play,TikTok,no,59
google_play,TikTok,it,48
google_play,TikTok,unknown,48
google_play,TikTok,ro,38
google_play,TikTok,sk,31
google_play,TikTok,sl,30
google_play,TikTok,bn,29
google_play,TikTok,fr,27
google_play,TikTok,cy,22
google_play,TikTok,tl,22
google_play,TikTok,ca,19
google_play,TikTok,ar,18
google_play,TikTok,id,18
google_play,TikTok,nl,18
google_play,TikTok,es,16
google_play,TikTok,et,15
google_play,TikTok,cs,14
google_play,TikTok,fi,14
google_play,TikTok,sw,14
google_play,TikTok,de,12
google_play,TikTok,sq,12
google_play,TikTok,sv,12
google_play,TikTok,lt,10
google_play,TikTok,hr,9
google_play,TikTok,da,6
google_play,TikTok,fa,5
google_play,TikTok,hu,5
google_play,TikTok,lv,4
google_play,TikTok,pt,4
google_play,TikTok,tr,4
google_play,TikTok,ur,4
google_play,TikTok,el,2
google_play,TikTok,pa,1
google_play,TikTok,ru,1
google_play,TikTok,vi,1
google_play,YouTube,en,1089
google_play,YouTube,so,250
google_play,YouTube,af,103
google_play,YouTube,ro,64
google_play,YouTube,pl,53
google_play,YouTube,unknown,40
google_play,YouTube,id,36
google_play,YouTube,it,30
google_play,YouTube,cs,26
google_play,YouTube,cy,26
google_play,YouTube,fr,26
google_play,YouTube,de,21
google_play,YouTube,sw,20
google_play,YouTube,tl,20
google_play,YouTube,ca,19
google_play,YouTube,sk,17
google_play,YouTube,sl,15
google_play,YouTube,bn,14
google_play,YouTube,es,14
google_play,YouTube,et,14
google_play,YouTube,no,13
google_play,YouTube,sv,11
google_play,YouTube,ar,10
google_play,YouTube,pt,10
google_play,YouTube,nl,9
google_play,YouTube,da,8
google_play,YouTube,tr,7
google_play,YouTube,fi,6
google_play,YouTube,hr,6
google_play,YouTube,sq,5
google_play,YouTube,ur,4
google_play,YouTube,fa,3
google_play,YouTube,hu,2
google_play,YouTube,lt,2
google_play,YouTube,vi,2
google_play,YouTube,hi,1
google_play,YouTube,lv,1
google_play,YouTube,ru,1
google_play,YouTube,th,1
google_play,YouTube,zh-cn,1
ios_app_store,Spotify,en,1962
ios_app_store,Spotify,so,62
ios_app_store,Spotify,fr,58
ios_app_store,Spotify,unknown,53
ios_app_store,Spotify,af,32
ios_app_store,Spotify,de,29
ios_app_store,Spotify,id,29
ios_app_store,Spotify,no,29
ios_app_store,Spotify,ro,23
ios_app_store,Spotify,sk,23
ios_app_store,Spotify,tl,22
ios_app_store,Spotify,sw,20
ios_app_store,Spotify,it,17
ios_app_store,Spotify,ca,15
ios_app_store,Spotify,es,14
ios_app_store,Spotify,cy,13
ios_app_store,Spotify,et,12
